date,location,location_name,population,value,season,season_week,epiyear,epiweek,weekly_rate
2021-03-27,13,Georgia,11029227,26.0,2020/2021,25,2021,12,0.23253987745864
2021-04-03,13,Georgia,11029227,23.0,2020/2021,26,2021,13,0.205708353136489
2021-04-10,13,Georgia,11029227,8.0,2020/2021,27,2021,14,0.0715507315257353
2021-04-17,13,Georgia,11029227,17.0,2020/2021,28,2021,15,0.152045304492187
2021-04-24,13,Georgia,11029227,20.0,2020/2021,29,2021,16,0.178876828814338
2021-05-01,13,Georgia,11029227,14.0,2020/2021,30,2021,17,0.125213780170037
2021-05-08,13,Georgia,11029227,24.0,2020/2021,31,2021,18,0.214652194577206
2021-05-15,13,Georgia,11029227,7.0,2020/2021,32,2021,19,0.0626068900850184
2020-10-17,15,Hawaii,1435138,0.0,2020/2021,2,2020,42,0.0
2020-10-24,15,Hawaii,1435138,0.0,2020/2021,3,2020,43,0.0
2020-10-31,15,Hawaii,1435138,0.0,2020/2021,4,2020,44,0.0
2020-11-07,15,Hawaii,1435138,0.0,2020/2021,5,2020,45,0.0
2020-11-14,15,Hawaii,1435138,0.0,2020/2021,6,2020,46,0.0
2020-11-21,15,Hawaii,1435138,0.0,2020/2021,7,2020,47,0.0
2020-11-28,15,Hawaii,1435138,1.0,2020/2021,8,2020,48,0.0691493113420083
2020-12-05,15,Hawaii,1435138,0.0,2020/2021,9,2020,49,0.0
2020-12-12,15,Hawaii,1435138,0.0,2020/2021,10,2020,50,0.0
2020-12-19,15,Hawaii,1435138,0.0,2020/2021,11,2020,51,0.0
2020-12-26,15,Hawaii,1435138,0.0,2020/2021,12,2020,52,0.0
2021-01-02,15,Hawaii,1435138,0.0,2020/2021,13,2020,53,0.0
2021-01-09,15,Hawaii,1435138,0.0,2020/2021,14,2021,1,0.0
2021-01-16,15,Hawaii,1435138,0.0,2020/2021,15,2021,2,0.0
2021-01-23,15,Hawaii,1435138,0.0,2020/2021,16,2021,3,0.0
2021-01-30,15,Hawaii,1435138,0.0,2020/2021,17,2021,4,0.0
2021-02-06,15,Hawaii,1435138,0.0,2020/2021,18,2021,5,0.0
2021-02-13,15,Hawaii,1435138,0.0,2020/2021,19,2021,6,0.0
2021-02-20,15,Hawaii,1435138,0.0,2020/2021,20,2021,7,0.0
2021-02-27,15,Hawaii,1435138,0.0,2020/2021,21,2021,8,0.0
2021-03-06,15,Hawaii,1435138,0.0,2020/2021,22,2021,9,0.0
2021-03-13,15,Hawaii,1435138,0.0,2020/2021,23,2021,10,0.0
2021-03-20,15,Hawaii,1435138,0.0,2020/2021,24,2021,11,0.0
2021-03-27,15,Hawaii,1435138,0.0,2020/2021,25,2021,12,0.0
2021-04-03,15,Hawaii,1435138,0.0,2020/2021,26,2021,13,0.0
2021-04-10,15,Hawaii,1435138,0.0,2020/2021,27,2021,14,0.0
2021-04-17,15,Hawaii,1435138,0.0,2020/2021,28,2021,15,0.0
2021-04-24,15,Hawaii,1435138,0.0,2020/2021,29,2021,16,0.0
2021-05-01,15,Hawaii,1435138,0.0,2020/2021,30,2021,17,0.0
2021-05-08,15,Hawaii,1435138,0.0,2020/2021,31,2021,18,0.0
2021-05-15,15,Hawaii,1435138,0.0,2020/2021,32,2021,19,0.0
2020-10-10,16,Idaho,1964726,0.0,2020/2021,1,2020,41,0.0
2020-10-17,16,Idaho,1964726,0.0,2020/2021,2,2020,42,0.0
2020-10-24,16,Idaho,1964726,1.0,2020/2021,3,2020,43,0.0499595577380111
2020-10-31,16,Idaho,1964726,0.0,2020/2021,4,2020,44,0.0
2020-11-07,16,Idaho,1964726,0.0,2020/2021,5,2020,45,0.0
2020-11-14,16,Idaho,1964726,1.0,2020/2021,6,2020,46,0.0499595577380111
2020-11-21,16,Idaho,1964726,0.0,2020/2021,7,2020,47,0.0
2020-11-28,16,Idaho,1964726,0.0,2020/2021,8,2020,48,0.0
2020-12-05,16,Idaho,1964726,1.0,2020/2021,9,2020,49,0.0499595577380111
2020-12-12,16,Idaho,1964726,1.0,2020/2021,10,2020,50,0.0499595577380111
2020-12-19,16,Idaho,1964726,2.0,2020/2021,11,2020,51,0.0999191154760222
2020-12-26,16,Idaho,1964726,2.0,2020/2021,12,2020,52,0.0999191154760222
2021-01-02,16,Idaho,1964726,0.0,2020/2021,13,2020,53,0.0
2021-01-09,16,Idaho,1964726,2.0,2020/2021,14,2021,1,0.0999191154760222
2021-01-16,16,Idaho,1964726,2.0,2020/2021,15,2021,2,0.0999191154760222
2021-01-23,16,Idaho,1964726,0.0,2020/2021,16,2021,3,0.0
2021-01-30,16,Idaho,1964726,0.0,2020/2021,17,2021,4,0.0
2021-02-06,16,Idaho,1964726,0.0,2020/2021,18,2021,5,0.0
2021-02-13,16,Idaho,1964726,0.0,2020/2021,19,2021,6,0.0
2021-02-20,16,Idaho,1964726,0.0,2020/2021,20,2021,7,0.0
2021-02-27,16,Idaho,1964726,0.0,2020/2021,21,2021,8,0.0
2021-03-06,16,Idaho,1964726,0.0,2020/2021,22,2021,9,0.0
2021-03-13,16,Idaho,1964726,1.0,2020/2021,23,2021,10,0.0499595577380111
2021-03-20,16,Idaho,1964726,2.0,2020/2021,24,2021,11,0.0999191154760222
2021-03-27,16,Idaho,1964726,1.0,2020/2021,25,2021,12,0.0499595577380111
2021-04-03,16,Idaho,1964726,0.0,2020/2021,26,2021,13,0.0
2021-04-10,16,Idaho,1964726,1.0,2020/2021,27,2021,14,0.0499595577380111
2021-04-17,16,Idaho,1964726,0.0,2020/2021,28,2021,15,0.0
2021-04-24,16,Idaho,1964726,0.0,2020/2021,29,2021,16,0.0
2021-05-01,16,Idaho,1964726,0.0,2020/2021,30,2021,17,0.0
2021-05-08,16,Idaho,1964726,0.0,2020/2021,31,2021,18,0.0
2021-05-15,16,Idaho,1964726,0.0,2020/2021,32,2021,19,0.0
2020-10-17,17,Illinois,12549689,0.0,2020/2021,2,2020,42,0.0
2020-10-24,17,Illinois,12549689,1.0,2020/2021,3,2020,43,0.0078677228087959
2020-10-31,17,Illinois,12549689,4.0,2020/2021,4,2020,44,0.0314708912351837
2020-11-07,17,Illinois,12549689,7.0,2020/2021,5,2020,45,0.0550740596615715
2020-11-14,17,Illinois,12549689,3.0,2020/2021,6,2020,46,0.0236031684263878
2020-11-21,17,Illinois,12549689,5.0,2020/2021,7,2020,47,0.0393386140439796
2020-11-28,17,Illinois,12549689,11.0,2020/2021,8,2020,48,0.0865449508967552
2020-12-05,17,Illinois,12549689,6.0,2020/2021,9,2020,49,0.0472063368527756
2020-12-12,17,Illinois,12549689,2.0,2020/2021,10,2020,50,0.0157354456175918
2020-12-19,17,Illinois,12549689,3.0,2020/2021,11,2020,51,0.0236031684263878
2020-12-26,17,Illinois,12549689,3.0,2020/2021,12,2020,52,0.0236031684263878
2021-01-02,17,Illinois,12549689,8.0,2020/2021,13,2020,53,0.0629417824703674
2021-01-09,17,Illinois,12549689,10.0,2020/2021,14,2021,1,0.0786772280879593
2021-01-16,17,Illinois,12549689,4.0,2020/2021,15,2021,2,0.0314708912351837
2021-01-23,17,Illinois,12549689,1.0,2020/2021,16,2021,3,0.0078677228087959
2021-01-30,17,Illinois,12549689,1.0,2020/2021,17,2021,4,0.0078677228087959
2021-02-06,17,Illinois,12549689,8.0,2020/2021,18,2021,5,0.0629417824703674
2021-02-13,17,Illinois,12549689,1.0,2020/2021,19,2021,6,0.0078677228087959
2021-02-20,17,Illinois,12549689,1.0,2020/2021,20,2021,7,0.0078677228087959
2021-02-27,17,Illinois,12549689,2.0,2020/2021,21,2021,8,0.0157354456175918
2021-03-06,17,Illinois,12549689,2.0,2020/2021,22,2021,9,0.0157354456175918
2021-03-13,17,Illinois,12549689,0.0,2020/2021,23,2021,10,0.0
2021-03-20,17,Illinois,12549689,0.0,2020/2021,24,2021,11,0.0
2021-03-27,17,Illinois,12549689,2.0,2020/2021,25,2021,12,0.0157354456175918
2021-04-03,17,Illinois,12549689,7.0,2020/2021,26,2021,13,0.0550740596615715
2021-04-10,17,Illinois,12549689,7.0,2020/2021,27,2021,14,0.0550740596615715
2021-04-17,17,Illinois,12549689,3.0,2020/2021,28,2021,15,0.0236031684263878
2021-04-24,17,Illinois,12549689,1.0,2020/2021,29,2021,16,0.0078677228087959
2021-05-01,17,Illinois,12549689,3.0,2020/2021,30,2021,17,0.0236031684263878
2021-05-08,17,Illinois,12549689,1.0,2020/2021,31,2021,18,0.0078677228087959
2021-05-15,17,Illinois,12549689,2.0,2020/2021,32,2021,19,0.0157354456175918
2020-10-24,18,Indiana,6862199,0.0,2020/2021,3,2020,43,0.0
2020-10-31,18,Indiana,6862199,0.0,2020/2021,4,2020,44,0.0
2020-11-07,18,Indiana,6862199,6.0,2020/2021,5,2020,45,0.0866516711135823
2020-11-14,18,Indiana,6862199,8.0,2020/2021,6,2020,46,0.115535561484776
2020-11-21,18,Indiana,6862199,8.0,2020/2021,7,2020,47,0.115535561484776
2020-11-28,18,Indiana,6862199,5.0,2020/2021,8,2020,48,0.0722097259279852
2020-12-05,18,Indiana,6862199,3.0,2020/2021,9,2020,49,0.0433258355567911
2020-12-12,18,Indiana,6862199,6.0,2020/2021,10,2020,50,0.0866516711135823
2020-12-19,18,Indiana,6862199,11.0,2020/2021,11,2020,51,0.158861397041568
2020-12-26,18,Indiana,6862199,6.0,2020/2021,12,2020,52,0.0866516711135823
2021-01-02,18,Indiana,6862199,4.0,2020/2021,13,2020,53,0.0577677807423882
2021-01-09,18,Indiana,6862199,6.0,2020/2021,14,2021,1,0.0866516711135823
2021-01-16,18,Indiana,6862199,5.0,2020/2021,15,2021,2,0.0722097259279852
2021-01-23,18,Indiana,6862199,8.0,2020/2021,16,2021,3,0.115535561484776
2021-01-30,18,Indiana,6862199,6.0,2020/2021,17,2021,4,0.0866516711135823
2021-02-06,18,Indiana,6862199,10.0,2020/2021,18,2021,5,0.14441945185597
2021-02-13,18,Indiana,6862199,8.0,2020/2021,19,2021,6,0.115535561484776
2021-02-20,18,Indiana,6862199,6.0,2020/2021,20,2021,7,0.0866516711135823
2021-02-27,18,Indiana,6862199,1.0,2020/2021,21,2021,8,0.014441945185597
2021-03-06,18,Indiana,6862199,3.0,2020/2021,22,2021,9,0.0433258355567911
2021-03-13,18,Indiana,6862199,3.0,2020/2021,23,2021,10,0.0433258355567911
2021-03-20,18,Indiana,6862199,3.0,2020/2021,24,2021,11,0.0433258355567911
2021-03-27,18,Indiana,6862199,8.0,2020/2021,25,2021,12,0.115535561484776
2021-04-03,18,Indiana,6862199,55.0,2020/2021,26,2021,13,0.794306985207838
2021-04-10,18,Indiana,6862199,11.0,2020/2021,27,2021,14,0.158861397041568
2021-04-17,18,Indiana,6862199,11.0,2020/2021,28,2021,15,0.158861397041568
2021-04-24,18,Indiana,6862199,5.0,2020/2021,29,2021,16,0.0722097259279852
2021-05-01,18,Indiana,6862199,3.0,2020/2021,30,2021,17,0.0433258355567911
2021-05-08,18,Indiana,6862199,2.0,2020/2021,31,2021,18,0.0288838903711941
2021-05-15,18,Indiana,6862199,3.0,2020/2021,32,2021,19,0.0433258355567911
2020-10-24,19,Iowa,3207004,1.0,2020/2021,3,2020,43,0.030850029369228
2020-10-31,19,Iowa,3207004,2.0,2020/2021,4,2020,44,0.0617000587384559
2020-11-07,19,Iowa,3207004,9.0,2020/2021,5,2020,45,0.277650264323052
2020-11-14,19,Iowa,3207004,16.0,2020/2021,6,2020,46,0.493600469907647
2020-11-21,19,Iowa,3207004,4.0,2020/2021,7,2020,47,0.123400117476912
2020-11-28,19,Iowa,3207004,9.0,2020/2021,8,2020,48,0.277650264323052
2020-12-05,19,Iowa,3207004,1.0,2020/2021,9,2020,49,0.030850029369228
2020-12-12,19,Iowa,3207004,3.0,2020/2021,10,2020,50,0.0925500881076839
2020-12-19,19,Iowa,3207004,4.0,2020/2021,11,2020,51,0.123400117476912
2020-12-26,19,Iowa,3207004,2.0,2020/2021,12,2020,52,0.0617000587384559
2021-01-02,19,Iowa,3207004,7.0,2020/2021,13,2020,53,0.215950205584596
2021-01-09,19,Iowa,3207004,2.0,2020/2021,14,2021,1,0.0617000587384559
2021-01-16,19,Iowa,3207004,7.0,2020/2021,15,2021,2,0.215950205584596
2021-01-23,19,Iowa,3207004,1.0,2020/2021,16,2021,3,0.030850029369228
2021-01-30,19,Iowa,3207004,3.0,2020/2021,17,2021,4,0.0925500881076839
2021-02-06,19,Iowa,3207004,2.0,2020/2021,18,2021,5,0.0617000587384559
2021-02-13,19,Iowa,3207004,1.0,2020/2021,19,2021,6,0.030850029369228
2021-02-20,19,Iowa,3207004,4.0,2020/2021,20,2021,7,0.123400117476912
2021-02-27,19,Iowa,3207004,0.0,2020/2021,21,2021,8,0.0
2021-03-06,19,Iowa,3207004,0.0,2020/2021,22,2021,9,0.0
2021-03-13,19,Iowa,3207004,2.0,2020/2021,23,2021,10,0.0617000587384559
2021-03-20,19,Iowa,3207004,0.0,2020/2021,24,2021,11,0.0
2021-03-27,19,Iowa,3207004,10.0,2020/2021,25,2021,12,0.30850029369228
2021-04-03,19,Iowa,3207004,3.0,2020/2021,26,2021,13,0.0925500881076839
2021-04-10,19,Iowa,3207004,1.0,2020/2021,27,2021,14,0.030850029369228
2021-04-17,19,Iowa,3207004,13.0,2020/2021,28,2021,15,0.401050381799963
2021-04-24,19,Iowa,3207004,2.0,2020/2021,29,2021,16,0.0617000587384559
2021-05-01,19,Iowa,3207004,2.0,2020/2021,30,2021,17,0.0617000587384559
2021-05-08,19,Iowa,3207004,2.0,2020/2021,31,2021,18,0.0617000587384559
2021-05-15,19,Iowa,3207004,0.0,2020/2021,32,2021,19,0.0
2020-10-17,20,Kansas,2940546,0.0,2020/2021,2,2020,42,0.0
2020-10-24,20,Kansas,2940546,6.0,2020/2021,3,2020,43,0.201978990145445
2020-10-31,20,Kansas,2940546,8.0,2020/2021,4,2020,44,0.269305320193927
2020-11-07,20,Kansas,2940546,2.0,2020/2021,5,2020,45,0.0673263300484817
2020-11-14,20,Kansas,2940546,3.0,2020/2021,6,2020,46,0.100989495072723
2020-11-21,20,Kansas,2940546,4.0,2020/2021,7,2020,47,0.134652660096963
2020-11-28,20,Kansas,2940546,4.0,2020/2021,8,2020,48,0.134652660096963
2020-12-05,20,Kansas,2940546,7.0,2020/2021,9,2020,49,0.235642155169686
2020-12-12,20,Kansas,2940546,4.0,2020/2021,10,2020,50,0.134652660096963
2020-12-19,20,Kansas,2940546,10.0,2020/2021,11,2020,51,0.336631650242408
2020-12-26,20,Kansas,2940546,1.0,2020/2021,12,2020,52,0.0336631650242408
2021-01-02,20,Kansas,2940546,1.0,2020/2021,13,2020,53,0.0336631650242408
2021-01-09,20,Kansas,2940546,2.0,2020/2021,14,2021,1,0.0673263300484817
2021-01-16,20,Kansas,2940546,9.0,2020/2021,15,2021,2,0.302968485218168
2021-01-23,20,Kansas,2940546,1.0,2020/2021,16,2021,3,0.0336631650242408
2021-01-30,20,Kansas,2940546,1.0,2020/2021,17,2021,4,0.0336631650242408
2021-02-06,20,Kansas,2940546,0.0,2020/2021,18,2021,5,0.0
2021-02-13,20,Kansas,2940546,4.0,2020/2021,19,2021,6,0.134652660096963
2021-02-20,20,Kansas,2940546,5.0,2020/2021,20,2021,7,0.168315825121204
2021-02-27,20,Kansas,2940546,0.0,2020/2021,21,2021,8,0.0
2021-03-06,20,Kansas,2940546,0.0,2020/2021,22,2021,9,0.0
2021-03-13,20,Kansas,2940546,6.0,2020/2021,23,2021,10,0.201978990145445
2021-03-20,20,Kansas,2940546,0.0,2020/2021,24,2021,11,0.0
2021-03-27,20,Kansas,2940546,1.0,2020/2021,25,2021,12,0.0336631650242408
2021-04-03,20,Kansas,2940546,2.0,2020/2021,26,2021,13,0.0673263300484817
2021-04-10,20,Kansas,2940546,6.0,2020/2021,27,2021,14,0.201978990145445
2021-04-17,20,Kansas,2940546,3.0,2020/2021,28,2021,15,0.100989495072723
2021-04-24,20,Kansas,2940546,4.0,2020/2021,29,2021,16,0.134652660096963
2021-05-01,20,Kansas,2940546,4.0,2020/2021,30,2021,17,0.134652660096963
2021-05-08,20,Kansas,2940546,10.0,2020/2021,31,2021,18,0.336631650242408
2021-05-15,20,Kansas,2940546,0.0,2020/2021,32,2021,19,0.0
2020-10-24,21,Kentucky,4526154,12.0,2020/2021,3,2020,43,0.2615306692657
2020-10-31,21,Kentucky,4526154,7.0,2020/2021,4,2020,44,0.152559557071659
2020-11-07,21,Kentucky,4526154,11.0,2020/2021,5,2020,45,0.239736446826892
2020-11-14,21,Kentucky,4526154,15.0,2020/2021,6,2020,46,0.326913336582125
2020-11-21,21,Kentucky,4526154,11.0,2020/2021,7,2020,47,0.239736446826892
2020-11-28,21,Kentucky,4526154,16.0,2020/2021,8,2020,48,0.348707559020934
2020-12-05,21,Kentucky,4526154,20.0,2020/2021,9,2020,49,0.435884448776167
2020-12-12,21,Kentucky,4526154,12.0,2020/2021,10,2020,50,0.2615306692657
2020-12-19,21,Kentucky,4526154,33.0,2020/2021,11,2020,51,0.719209340480676
2020-12-26,21,Kentucky,4526154,20.0,2020/2021,12,2020,52,0.435884448776167
2021-01-02,21,Kentucky,4526154,5.0,2020/2021,13,2020,53,0.108971112194042
2021-01-09,21,Kentucky,4526154,7.0,2020/2021,14,2021,1,0.152559557071659
2021-01-16,21,Kentucky,4526154,7.0,2020/2021,15,2021,2,0.152559557071659
2021-01-23,21,Kentucky,4526154,3.0,2020/2021,16,2021,3,0.0653826673164251
2021-01-30,21,Kentucky,4526154,13.0,2020/2021,17,2021,4,0.283324891704509
2021-02-06,21,Kentucky,4526154,2.0,2020/2021,18,2021,5,0.0435884448776167
2021-02-13,21,Kentucky,4526154,2.0,2020/2021,19,2021,6,0.0435884448776167
2021-02-20,21,Kentucky,4526154,0.0,2020/2021,20,2021,7,0.0
2021-02-27,21,Kentucky,4526154,5.0,2020/2021,21,2021,8,0.108971112194042
2021-03-06,21,Kentucky,4526154,15.0,2020/2021,22,2021,9,0.326913336582125
2021-03-13,21,Kentucky,4526154,12.0,2020/2021,23,2021,10,0.2615306692657
2021-03-20,21,Kentucky,4526154,2.0,2020/2021,24,2021,11,0.0435884448776167
2021-03-27,21,Kentucky,4526154,1.0,2020/2021,25,2021,12,0.0217942224388084
2021-04-03,21,Kentucky,4526154,2.0,2020/2021,26,2021,13,0.0435884448776167
2021-04-10,21,Kentucky,4526154,1.0,2020/2021,27,2021,14,0.0217942224388084
2021-04-17,21,Kentucky,4526154,3.0,2020/2021,28,2021,15,0.0653826673164251
2021-04-24,21,Kentucky,4526154,6.0,2020/2021,29,2021,16,0.13076533463285
2021-05-01,21,Kentucky,4526154,2.0,2020/2021,30,2021,17,0.0435884448776167
2021-05-08,21,Kentucky,4526154,3.0,2020/2021,31,2021,18,0.0653826673164251
2021-05-15,21,Kentucky,4526154,1.0,2020/2021,32,2021,19,0.0217942224388084
2020-10-17,22,Louisiana,4573749,0.0,2020/2021,2,2020,42,0.0
2020-10-24,22,Louisiana,4573749,0.0,2020/2021,3,2020,43,0.0
2020-10-31,22,Louisiana,4573749,1.0,2020/2021,4,2020,44,0.021749816214053
2020-11-07,22,Louisiana,4573749,5.0,2020/2021,5,2020,45,0.108749081070265
2020-11-14,22,Louisiana,4573749,23.0,2020/2021,6,2020,46,0.500245772923219
2020-11-21,22,Louisiana,4573749,8.0,2020/2021,7,2020,47,0.173998529712424
2020-11-28,22,Louisiana,4573749,7.0,2020/2021,8,2020,48,0.152248713498371
2020-12-05,22,Louisiana,4573749,9.0,2020/2021,9,2020,49,0.195748345926477
2020-12-12,22,Louisiana,4573749,21.0,2020/2021,10,2020,50,0.456746140495113
2020-12-19,22,Louisiana,4573749,17.0,2020/2021,11,2020,51,0.369746875638901
2020-12-26,22,Louisiana,4573749,17.0,2020/2021,12,2020,52,0.369746875638901
2021-01-02,22,Louisiana,4573749,16.0,2020/2021,13,2020,53,0.347997059424848
2021-01-09,22,Louisiana,4573749,4.0,2020/2021,14,2021,1,0.086999264856212
2021-01-16,22,Louisiana,4573749,5.0,2020/2021,15,2021,2,0.108749081070265
2021-01-23,22,Louisiana,4573749,20.0,2020/2021,16,2021,3,0.43499632428106
2021-01-30,22,Louisiana,4573749,20.0,2020/2021,17,2021,4,0.43499632428106
2021-02-06,22,Louisiana,4573749,12.0,2020/2021,18,2021,5,0.260997794568636
2021-02-13,22,Louisiana,4573749,12.0,2020/2021,19,2021,6,0.260997794568636
2021-02-20,22,Louisiana,4573749,7.0,2020/2021,20,2021,7,0.152248713498371
2021-02-27,22,Louisiana,4573749,19.0,2020/2021,21,2021,8,0.413246508067007
2021-03-06,22,Louisiana,4573749,8.0,2020/2021,22,2021,9,0.173998529712424
2021-03-13,22,Louisiana,4573749,11.0,2020/2021,23,2021,10,0.239247978354583
2021-03-20,22,Louisiana,4573749,1.0,2020/2021,24,2021,11,0.021749816214053
2021-03-27,22,Louisiana,4573749,9.0,2020/2021,25,2021,12,0.195748345926477
2021-04-03,22,Louisiana,4573749,5.0,2020/2021,26,2021,13,0.108749081070265
2021-04-10,22,Louisiana,4573749,9.0,2020/2021,27,2021,14,0.195748345926477
2021-04-17,22,Louisiana,4573749,5.0,2020/2021,28,2021,15,0.108749081070265
2021-04-24,22,Louisiana,4573749,16.0,2020/2021,29,2021,16,0.347997059424848
2021-05-01,22,Louisiana,4573749,5.0,2020/2021,30,2021,17,0.108749081070265
2021-05-08,22,Louisiana,4573749,6.0,2020/2021,31,2021,18,0.130498897284318
2021-05-15,22,Louisiana,4573749,4.0,2020/2021,32,2021,19,0.086999264856212
2020-10-17,23,Maine,1395722,0.0,2020/2021,2,2020,42,0.0
2020-10-24,23,Maine,1395722,0.0,2020/2021,3,2020,43,0.0
2020-10-31,23,Maine,1395722,0.0,2020/2021,4,2020,44,0.0
2020-11-07,23,Maine,1395722,0.0,2020/2021,5,2020,45,0.0
2020-11-14,23,Maine,1395722,0.0,2020/2021,6,2020,46,0.0
2020-11-21,23,Maine,1395722,0.0,2020/2021,7,2020,47,0.0
2020-11-28,23,Maine,1395722,0.0,2020/2021,8,2020,48,0.0
2020-12-05,23,Maine,1395722,0.0,2020/2021,9,2020,49,0.0
2020-12-12,23,Maine,1395722,0.0,2020/2021,10,2020,50,0.0
2020-12-19,23,Maine,1395722,0.0,2020/2021,11,2020,51,0.0
2020-12-26,23,Maine,1395722,0.0,2020/2021,12,2020,52,0.0
2021-01-02,23,Maine,1395722,0.0,2020/2021,13,2020,53,0.0
2021-01-09,23,Maine,1395722,0.0,2020/2021,14,2021,1,0.0
2021-01-16,23,Maine,1395722,0.0,2020/2021,15,2021,2,0.0
2021-01-23,23,Maine,1395722,0.0,2020/2021,16,2021,3,0.0
2021-01-30,23,Maine,1395722,0.0,2020/2021,17,2021,4,0.0
2021-02-06,23,Maine,1395722,0.0,2020/2021,18,2021,5,0.0
2021-02-13,23,Maine,1395722,1.0,2020/2021,19,2021,6,0.0711737693343544
2021-02-20,23,Maine,1395722,1.0,2020/2021,20,2021,7,0.0711737693343544
2021-02-27,23,Maine,1395722,0.0,2020/2021,21,2021,8,0.0
2021-03-06,23,Maine,1395722,2.0,2020/2021,22,2021,9,0.142347538668709
2021-03-13,23,Maine,1395722,0.0,2020/2021,23,2021,10,0.0
2021-03-20,23,Maine,1395722,1.0,2020/2021,24,2021,11,0.0711737693343544
2021-03-27,23,Maine,1395722,0.0,2020/2021,25,2021,12,0.0
2021-04-03,23,Maine,1395722,0.0,2020/2021,26,2021,13,0.0
2021-04-10,23,Maine,1395722,0.0,2020/2021,27,2021,14,0.0
2021-04-17,23,Maine,1395722,0.0,2020/2021,28,2021,15,0.0
2021-04-24,23,Maine,1395722,0.0,2020/2021,29,2021,16,0.0
2021-05-01,23,Maine,1395722,0.0,2020/2021,30,2021,17,0.0
2021-05-08,23,Maine,1395722,1.0,2020/2021,31,2021,18,0.0711737693343544
2021-05-15,23,Maine,1395722,0.0,2020/2021,32,2021,19,0.0
2020-10-17,24,Maryland,6180253,0.0,2020/2021,2,2020,42,0.0
2020-10-24,24,Maryland,6180253,0.0,2020/2021,3,2020,43,0.0
2020-10-31,24,Maryland,6180253,1.0,2020/2021,4,2020,44,0.0159662282340394
2020-11-07,24,Maryland,6180253,2.0,2020/2021,5,2020,45,0.0319324564680787
2020-11-14,24,Maryland,6180253,3.0,2020/2021,6,2020,46,0.0478986847021181
2020-11-21,24,Maryland,6180253,4.0,2020/2021,7,2020,47,0.0638649129361574
2020-11-28,24,Maryland,6180253,3.0,2020/2021,8,2020,48,0.0478986847021181
2020-12-05,24,Maryland,6180253,0.0,2020/2021,9,2020,49,0.0
2020-12-12,24,Maryland,6180253,0.0,2020/2021,10,2020,50,0.0
2020-12-19,24,Maryland,6180253,2.0,2020/2021,11,2020,51,0.0319324564680787
2020-12-26,24,Maryland,6180253,2.0,2020/2021,12,2020,52,0.0319324564680787
2021-01-02,24,Maryland,6180253,4.0,2020/2021,13,2020,53,0.0638649129361574
2021-01-09,24,Maryland,6180253,10.0,2020/2021,14,2021,1,0.159662282340394
2021-01-16,24,Maryland,6180253,4.0,2020/2021,15,2021,2,0.0638649129361574
2021-01-23,24,Maryland,6180253,3.0,2020/2021,16,2021,3,0.0478986847021181
2021-01-30,24,Maryland,6180253,4.0,2020/2021,17,2021,4,0.0638649129361574
2021-02-06,24,Maryland,6180253,0.0,2020/2021,18,2021,5,0.0
2021-02-13,24,Maryland,6180253,1.0,2020/2021,19,2021,6,0.0159662282340394
2021-02-20,24,Maryland,6180253,1.0,2020/2021,20,2021,7,0.0159662282340394
2021-02-27,24,Maryland,6180253,1.0,2020/2021,21,2021,8,0.0159662282340394
2021-03-06,24,Maryland,6180253,1.0,2020/2021,22,2021,9,0.0159662282340394
2021-03-13,24,Maryland,6180253,3.0,2020/2021,23,2021,10,0.0478986847021181
2021-03-20,24,Maryland,6180253,0.0,2020/2021,24,2021,11,0.0
2021-03-27,24,Maryland,6180253,1.0,2020/2021,25,2021,12,0.0159662282340394
2021-04-03,24,Maryland,6180253,1.0,2020/2021,26,2021,13,0.0159662282340394
2021-04-10,24,Maryland,6180253,0.0,2020/2021,27,2021,14,0.0
2021-04-17,24,Maryland,6180253,1.0,2020/2021,28,2021,15,0.0159662282340394
2021-04-24,24,Maryland,6180253,0.0,2020/2021,29,2021,16,0.0
2021-05-01,24,Maryland,6180253,0.0,2020/2021,30,2021,17,0.0
2021-05-08,24,Maryland,6180253,1.0,2020/2021,31,2021,18,0.0159662282340394
